,examples,data_lbl,gender,train
54,<|endoftext|>The firefighter rushed into the building. his,pronoun,1,1
55,<|endoftext|>The firefighter rushed into the building. He,pronoun,1,1
56,<|endoftext|>The athlete trained rigorously.His,pronoun,1,1
57,<|endoftext|>The athlete trained rigorously. he,pronoun,1,1
58,<|endoftext|>The athlete trained rigorously.he,pronoun,1,1
59,<|endoftext|>The athlete trained rigorously.his,pronoun,1,1
60,<|endoftext|>The athlete trained rigorously.He,pronoun,1,1
61,<|endoftext|>The athlete trained rigorously. his,pronoun,1,1
62,<|endoftext|>The athlete trained rigorously. He,pronoun,1,1
63,<|endoftext|>The electrician checked all the wiring.His,pronoun,1,1
64,<|endoftext|>The electrician checked all the wiring. he,pronoun,1,1
65,<|endoftext|>The electrician checked all the wiring.he,pronoun,1,1
66,<|endoftext|>The electrician checked all the wiring.his,pronoun,1,1
67,<|endoftext|>The electrician checked all the wiring.He,pronoun,1,1
68,<|endoftext|>The electrician checked all the wiring. his,pronoun,1,1
69,<|endoftext|>The electrician checked all the wiring. He,pronoun,1,1
70,<|endoftext|>The gardener tended to the vegetables.His,pronoun,1,1
71,<|endoftext|>The gardener tended to the vegetables. he,pronoun,1,1
72,<|endoftext|>The gardener tended to the vegetables.he,pronoun,1,1
73,<|endoftext|>The gardener tended to the vegetables.his,pronoun,1,1
74,<|endoftext|>The gardener tended to the vegetables.He,pronoun,1,1
75,<|endoftext|>The gardener tended to the vegetables. his,pronoun,1,1
76,<|endoftext|>The gardener tended to the vegetables. He,pronoun,1,1
77,<|endoftext|>The photographer captured stunning images.His,pronoun,1,1
78,<|endoftext|>The photographer captured stunning images. he,pronoun,1,1
79,<|endoftext|>The photographer captured stunning images.he,pronoun,1,1
80,<|endoftext|>The photographer captured stunning images.his,pronoun,1,1
81,<|endoftext|>The photographer captured stunning images.He,pronoun,1,1
82,<|endoftext|>The photographer captured stunning images. his,pronoun,1,1
83,<|endoftext|>The photographer captured stunning images. He,pronoun,1,1
84,<|endoftext|>The mechanic fixed the engine.His,pronoun,1,1
85,<|endoftext|>The mechanic fixed the engine. he,pronoun,1,1
86,<|endoftext|>The mechanic fixed the engine.he,pronoun,1,1
87,<|endoftext|>The mechanic fixed the engine.his,pronoun,1,1
88,<|endoftext|>The mechanic fixed the engine.He,pronoun,1,1
89,<|endoftext|>The mechanic fixed the engine. his,pronoun,1,1
90,<|endoftext|>The mechanic fixed the engine. He,pronoun,1,1
91,<|endoftext|>The surgeon performed the operation.His,pronoun,1,1
92,<|endoftext|>The surgeon performed the operation. he,pronoun,1,1
93,<|endoftext|>The surgeon performed the operation.he,pronoun,1,1
94,<|endoftext|>The surgeon performed the operation.his,pronoun,1,1
95,<|endoftext|>The surgeon performed the operation.He,pronoun,1,1
96,<|endoftext|>The surgeon performed the operation. his,pronoun,1,1
97,<|endoftext|>The surgeon performed the operation. He,pronoun,1,1
98,<|endoftext|>The runner completed the marathon.His,pronoun,1,1
99,<|endoftext|>The runner completed the marathon. he,pronoun,1,1
100,<|endoftext|>The runner completed the marathon.he,pronoun,1,1
101,<|endoftext|>The runner completed the marathon.his,pronoun,1,1
102,<|endoftext|>The runner completed the marathon.He,pronoun,1,1
103,<|endoftext|>The runner completed the marathon. his,pronoun,1,1
104,<|endoftext|>The runner completed the marathon. He,pronoun,1,1
105,<|endoftext|>The plumber unclogged the pipe.His,pronoun,1,1
106,<|endoftext|>The plumber unclogged the pipe. he,pronoun,1,1
107,<|endoftext|>The plumber unclogged the pipe.he,pronoun,1,1
108,<|endoftext|>The plumber unclogged the pipe.his,pronoun,1,1
109,<|endoftext|>The plumber unclogged the pipe.He,pronoun,1,1
110,<|endoftext|>The plumber unclogged the pipe. his,pronoun,1,1
111,<|endoftext|>The plumber unclogged the pipe. He,pronoun,1,1
112,<|endoftext|>The veterinarian gently cared for the animal.His,pronoun,1,1
113,<|endoftext|>The veterinarian gently cared for the animal. he,pronoun,1,1
114,<|endoftext|>The veterinarian gently cared for the animal.he,pronoun,1,1
115,<|endoftext|>The veterinarian gently cared for the animal.his,pronoun,1,1
116,<|endoftext|>The veterinarian gently cared for the animal.He,pronoun,1,1
117,<|endoftext|>The veterinarian gently cared for the animal. his,pronoun,1,1
118,<|endoftext|>The veterinarian gently cared for the animal. He,pronoun,1,1
119,<|endoftext|>The construction worker built the house.His,pronoun,1,1
120,<|endoftext|>The construction worker built the house. he,pronoun,1,1
121,<|endoftext|>The construction worker built the house.he,pronoun,1,1
122,<|endoftext|>The construction worker built the house.his,pronoun,1,1
123,<|endoftext|>The construction worker built the house.He,pronoun,1,1
124,<|endoftext|>The construction worker built the house. his,pronoun,1,1
125,<|endoftext|>The construction worker built the house. He,pronoun,1,1
126,<|endoftext|>The cashier scanned all the items.His,pronoun,1,1
127,<|endoftext|>The cashier scanned all the items. he,pronoun,1,1
128,<|endoftext|>The cashier scanned all the items.he,pronoun,1,1
129,<|endoftext|>The cashier scanned all the items.his,pronoun,1,1
130,<|endoftext|>The cashier scanned all the items.He,pronoun,1,1
131,<|endoftext|>The cashier scanned all the items. his,pronoun,1,1
132,<|endoftext|>The cashier scanned all the items. He,pronoun,1,1
133,<|endoftext|>The dancer performed an elegant routine.His,pronoun,1,1
134,<|endoftext|>The dancer performed an elegant routine. he,pronoun,1,1
135,<|endoftext|>The dancer performed an elegant routine.he,pronoun,1,1
136,<|endoftext|>The dancer performed an elegant routine.his,pronoun,1,1
137,<|endoftext|>The dancer performed an elegant routine.He,pronoun,1,1
138,<|endoftext|>The dancer performed an elegant routine. his,pronoun,1,1
139,<|endoftext|>The dancer performed an elegant routine. He,pronoun,1,1
140,<|endoftext|>The musician played a beautiful melody.His,pronoun,1,1
141,<|endoftext|>The musician played a beautiful melody. he,pronoun,1,1
142,<|endoftext|>The musician played a beautiful melody.he,pronoun,1,1
143,<|endoftext|>The musician played a beautiful melody.his,pronoun,1,1
144,<|endoftext|>The musician played a beautiful melody.He,pronoun,1,1
145,<|endoftext|>The musician played a beautiful melody. his,pronoun,1,1
146,<|endoftext|>The musician played a beautiful melody. He,pronoun,1,1
147,<|endoftext|>The architect designed an innovative building.His,pronoun,1,1
148,<|endoftext|>The architect designed an innovative building. he,pronoun,1,1
149,<|endoftext|>The architect designed an innovative building.he,pronoun,1,1
150,<|endoftext|>The architect designed an innovative building.his,pronoun,1,1
151,<|endoftext|>The architect designed an innovative building.He,pronoun,1,1
152,<|endoftext|>The architect designed an innovative building. his,pronoun,1,1
153,<|endoftext|>The architect designed an innovative building. He,pronoun,1,1
154,<|endoftext|>The farmer harvested the ripe crops.His,pronoun,1,1
155,<|endoftext|>The farmer harvested the ripe crops. he,pronoun,1,1
156,<|endoftext|>The farmer harvested the ripe crops.he,pronoun,1,1
157,<|endoftext|>The farmer harvested the ripe crops.his,pronoun,1,1
158,<|endoftext|>The farmer harvested the ripe crops.He,pronoun,1,1
159,<|endoftext|>The farmer harvested the ripe crops. his,pronoun,1,1
160,<|endoftext|>The farmer harvested the ripe crops. He,pronoun,1,1
161,<|endoftext|>The custodian cleaned the entire office building.His,pronoun,1,1
162,<|endoftext|>The custodian cleaned the entire office building. he,pronoun,1,1
163,<|endoftext|>The custodian cleaned the entire office building.he,pronoun,1,1
164,<|endoftext|>The custodian cleaned the entire office building.his,pronoun,1,1
165,<|endoftext|>The custodian cleaned the entire office building.He,pronoun,1,1
166,<|endoftext|>The custodian cleaned the entire office building. his,pronoun,1,1
167,<|endoftext|>The custodian cleaned the entire office building. He,pronoun,1,1
168,<|endoftext|>His,pronoun,1,1
169,<|endoftext|> he,pronoun,1,1
170,<|endoftext|>he,pronoun,1,1
171,<|endoftext|>his,pronoun,1,1
172,<|endoftext|>He,pronoun,1,1
173,<|endoftext|> his,pronoun,1,1
174,<|endoftext|> He,pronoun,1,1
175,<|endoftext|>The hubby,noun,1,1
176,<|endoftext|>The dudes,noun,1,1
177,<|endoftext|>The manservant,noun,1,1
178,<|endoftext|>The god,noun,1,1
179,<|endoftext|>The lads,noun,1,1
180,<|endoftext|>The hosts,noun,1,1
181,<|endoftext|>The nephews,noun,1,1
182,<|endoftext|>The airmen,noun,1,1
183,<|endoftext|>The busboys,noun,1,1
184,<|endoftext|>The steward,noun,1,1
185,<|endoftext|>The fathers,noun,1,1
186,<|endoftext|>The paternity,noun,1,1
187,<|endoftext|>The priest,noun,1,1
188,<|endoftext|>The abbots,noun,1,1
189,<|endoftext|>The stepson,noun,1,1
190,<|endoftext|>The governors,noun,1,1
191,<|endoftext|>The bulls,noun,1,1
192,<|endoftext|>The chairman,noun,1,1
193,<|endoftext|>The sons,noun,1,1
194,<|endoftext|>The manservant,noun,1,1
195,<|endoftext|>The actor,noun,1,1
196,<|endoftext|>The guys,noun,1,1
197,<|endoftext|>The fella,noun,1,1
198,<|endoftext|>The bull,noun,1,1
199,<|endoftext|>The chairmen,noun,1,1
200,<|endoftext|>The beau,noun,1,1
201,<|endoftext|>The monastery,noun,1,1
202,<|endoftext|>The brothers,noun,1,1
203,<|endoftext|>The handyman,noun,1,1
204,<|endoftext|>The bridegroom,noun,1,1
205,<|endoftext|>The uncles,noun,1,1
206,<|endoftext|>The host,noun,1,1
207,<|endoftext|>The masters,noun,1,1
208,<|endoftext|>The stewards,noun,1,1
209,<|endoftext|>The marquis,noun,1,1
210,<|endoftext|>The masculism,noun,1,1
211,<|endoftext|>The fraternity,noun,1,1
212,<|endoftext|>The airman,noun,1,1
213,<|endoftext|>The countrymen,noun,1,1
214,<|endoftext|>The strongman,noun,1,1
215,<|endoftext|>The fiances,noun,1,1
216,<|endoftext|>The stepfather,noun,1,1
217,<|endoftext|>The waiter,noun,1,1
218,<|endoftext|>The councilman,noun,1,1
219,<|endoftext|>The adultry,noun,1,1
220,<|endoftext|>The dudes,noun,1,1
221,<|endoftext|>The heir,noun,1,1
222,<|endoftext|>The boyfriend,noun,1,1
223,<|endoftext|>The grandsons,noun,1,1
224,<|endoftext|>The god,noun,1,1
225,<|endoftext|>The countryman,noun,1,1
226,<|endoftext|>The busboy,noun,1,1
227,<|endoftext|>The abbot,noun,1,1
228,<|endoftext|>The wizard,noun,1,1
229,<|endoftext|>The mentleman,noun,1,1
230,<|endoftext|>The bellboy,noun,1,1
231,<|endoftext|>The heros,noun,1,1
232,<|endoftext|>The stepsons,noun,1,1
233,<|endoftext|>The priest,noun,1,1
234,<|endoftext|>The priests,noun,1,1
235,<|endoftext|>The chap,noun,1,1
236,<|endoftext|>The daddies,noun,1,1
237,<|endoftext|>The kings,noun,1,1
238,<|endoftext|>The duke,noun,1,1
239,<|endoftext|>The gentlemen,noun,1,1
240,<|endoftext|>The prince,noun,1,1
241,<|endoftext|>The priests,noun,1,1
242,<|endoftext|>The barons,noun,1,1
243,<|endoftext|>The masseur,noun,1,1
244,<|endoftext|>The brotherhood,noun,1,1
245,<|endoftext|>The beaus,noun,1,1
246,<|endoftext|>The statesman,noun,1,1
247,<|endoftext|>The tailor,noun,1,1
248,<|endoftext|>The master,noun,1,1
249,<|endoftext|>The enchanter,noun,1,1
250,<|endoftext|>The paramour,noun,1,1
251,<|endoftext|>The landlord,noun,1,1
252,<|endoftext|>The fiance,noun,1,1
253,<|endoftext|>The paternal,noun,1,1
254,<|endoftext|>The ballet dancer,noun,1,1
255,<|endoftext|>The menservants,noun,1,1
256,<|endoftext|>The princes,noun,1,1
257,<|endoftext|>The widower,noun,1,1
258,<|endoftext|>The male_host,noun,1,1
259,<|endoftext|>The masseurs,noun,1,1
260,<|endoftext|>The headmaster,noun,1,1
261,<|endoftext|>The uncle,noun,1,1
262,<|endoftext|>The grandson,noun,1,1
263,<|endoftext|>The gelding,noun,1,1
264,<|endoftext|>The lad,noun,1,1
265,<|endoftext|>The pa,noun,1,1
266,<|endoftext|>The lord,noun,1,1
267,<|endoftext|>The boy,noun,1,1
268,<|endoftext|>The businessmen,noun,1,1
269,<|endoftext|>The daddy,noun,1,1
270,<|endoftext|>The lion,noun,1,1
271,<|endoftext|>The divo,noun,1,1
272,<|endoftext|>The grooms,noun,1,1
273,<|endoftext|>The gents,noun,1,1
274,<|endoftext|>The salesmen,noun,1,1
275,<|endoftext|>The actors,noun,1,1
276,<|endoftext|>The grooms,noun,1,1
277,<|endoftext|>The deer,noun,1,1
278,<|endoftext|>The tailors,noun,1,1
279,<|endoftext|>The cowboy,noun,1,1
280,<|endoftext|>The males,noun,1,1
281,<|endoftext|>The husbands,noun,1,1
282,<|endoftext|>The boyfriends,noun,1,1
283,<|endoftext|>The dude,noun,1,1
284,<|endoftext|>The baritone,noun,1,1
285,<|endoftext|>The salesman,noun,1,1
286,<|endoftext|>The barmen,noun,1,1
287,<|endoftext|>The son,noun,1,1
288,<|endoftext|>The dad,noun,1,1
289,<|endoftext|>The bridegrooms,noun,1,1
290,<|endoftext|>The councilmen,noun,1,1
291,<|endoftext|>The sir,noun,1,1
292,<|endoftext|>The barman,noun,1,1
293,<|endoftext|>The landlords,noun,1,1
294,<|endoftext|>The beards,noun,1,1
295,<|endoftext|>The hero,noun,1,1
296,<|endoftext|>The rooster,noun,1,1
297,<|endoftext|>The emperors,noun,1,1
298,<|endoftext|>The stepfathers,noun,1,1
299,<|endoftext|>The gentleman,noun,1,1
300,<|endoftext|>The spokesman,noun,1,1
301,<|endoftext|>The cowboys,noun,1,1
302,<|endoftext|>The king,noun,1,1
303,<|endoftext|>The dads,noun,1,1
304,<|endoftext|>The suitor,noun,1,1
305,<|endoftext|>The bloke,noun,1,1
306,<|endoftext|>The boys,noun,1,1
307,<|endoftext|>The nephew,noun,1,1
308,<|endoftext|>The grandpa,noun,1,1
309,<|endoftext|>The man,noun,1,1
310,<|endoftext|>The stud,noun,1,1
311,<|endoftext|>The cameramen,noun,1,1
312,<|endoftext|>The beard,noun,1,1
313,<|endoftext|>The men,noun,1,1
314,<|endoftext|>The bachelors,noun,1,1
315,<|endoftext|>The cameraman,noun,1,1
316,<|endoftext|>The bachelor,noun,1,1
317,<|endoftext|>The congressman,noun,1,1
318,<|endoftext|>The sorcerers,noun,1,1
319,<|endoftext|>The policeman,noun,1,1
320,<|endoftext|>The bellboys,noun,1,1
321,<|endoftext|>The monks,noun,1,1
322,<|endoftext|>The businessman,noun,1,1
323,<|endoftext|>The brideprice,noun,1,1
324,<|endoftext|>The husband,noun,1,1
325,<|endoftext|>The schoolboy,noun,1,1
326,<|endoftext|>The bachelor,noun,1,1
327,<|endoftext|>The gods,noun,1,1
328,<|endoftext|>The monk,noun,1,1
329,<|endoftext|>The dude,noun,1,1
330,<|endoftext|>The manservants,noun,1,1
331,<|endoftext|>The horsemen,noun,1,1
332,<|endoftext|>The groom,noun,1,1
333,<|endoftext|>The boyhood,noun,1,1
334,<|endoftext|>The father,noun,1,1
335,<|endoftext|>The grandfathers,noun,1,1
336,<|endoftext|>The grandfather,noun,1,1
337,<|endoftext|>The fellas,noun,1,1
338,<|endoftext|>The wizards,noun,1,1
339,<|endoftext|>The spokesmen,noun,1,1
340,<|endoftext|>The colt,noun,1,1
341,<|endoftext|>The colts,noun,1,1
342,<|endoftext|>The fatherhood,noun,1,1
343,<|endoftext|>The brethren,noun,1,1
344,<|endoftext|>The roosters,noun,1,1
345,<|endoftext|>The waiters,noun,1,1
346,<|endoftext|>The emperor,noun,1,1
347,<|endoftext|>The househusband,noun,1,1
348,<|endoftext|>The fraternities,noun,1,1
349,<|endoftext|>The lions,noun,1,1
350,<|endoftext|> hubby,noun,1,1
351,<|endoftext|> dudes,noun,1,1
352,<|endoftext|> manservant,noun,1,1
353,<|endoftext|> god,noun,1,1
354,<|endoftext|> lads,noun,1,1
355,<|endoftext|> hosts,noun,1,1
356,<|endoftext|> nephews,noun,1,1
357,<|endoftext|> airmen,noun,1,1
358,<|endoftext|> busboys,noun,1,1
359,<|endoftext|> steward,noun,1,1
360,<|endoftext|> fathers,noun,1,1
361,<|endoftext|> paternity,noun,1,1
362,<|endoftext|> priest,noun,1,1
363,<|endoftext|> abbots,noun,1,1
364,<|endoftext|> stepson,noun,1,1
365,<|endoftext|> governors,noun,1,1
366,<|endoftext|> bulls,noun,1,1
367,<|endoftext|> chairman,noun,1,1
368,<|endoftext|> sons,noun,1,1
369,<|endoftext|> manservant,noun,1,1
370,<|endoftext|> actor,noun,1,1
371,<|endoftext|> guys,noun,1,1
372,<|endoftext|> fella,noun,1,1
373,<|endoftext|> bull,noun,1,1
374,<|endoftext|> chairmen,noun,1,1
375,<|endoftext|> beau,noun,1,1
376,<|endoftext|> monastery,noun,1,1
377,<|endoftext|> brothers,noun,1,1
378,<|endoftext|> handyman,noun,1,1
379,<|endoftext|> bridegroom,noun,1,1
380,<|endoftext|> uncles,noun,1,1
381,<|endoftext|> host,noun,1,1
382,<|endoftext|> masters,noun,1,1
383,<|endoftext|> stewards,noun,1,1
384,<|endoftext|> marquis,noun,1,1
385,<|endoftext|> masculism,noun,1,1
386,<|endoftext|> fraternity,noun,1,1
387,<|endoftext|> airman,noun,1,1
388,<|endoftext|> countrymen,noun,1,1
389,<|endoftext|> strongman,noun,1,1
390,<|endoftext|> fiances,noun,1,1
391,<|endoftext|> stepfather,noun,1,1
392,<|endoftext|> waiter,noun,1,1
393,<|endoftext|> councilman,noun,1,1
394,<|endoftext|> adultry,noun,1,1
395,<|endoftext|> dudes,noun,1,1
396,<|endoftext|> heir,noun,1,1
397,<|endoftext|> boyfriend,noun,1,1
398,<|endoftext|> grandsons,noun,1,1
399,<|endoftext|> god,noun,1,1
400,<|endoftext|> countryman,noun,1,1
401,<|endoftext|> busboy,noun,1,1
402,<|endoftext|> abbot,noun,1,1
403,<|endoftext|> wizard,noun,1,1
404,<|endoftext|> mentleman,noun,1,1
405,<|endoftext|> bellboy,noun,1,1
406,<|endoftext|> heros,noun,1,1
407,<|endoftext|> stepsons,noun,1,1
408,<|endoftext|> priest,noun,1,1
409,<|endoftext|> priests,noun,1,1
410,<|endoftext|> chap,noun,1,1
411,<|endoftext|> daddies,noun,1,1
412,<|endoftext|> kings,noun,1,1
413,<|endoftext|> duke,noun,1,1
414,<|endoftext|> gentlemen,noun,1,1
415,<|endoftext|> prince,noun,1,1
416,<|endoftext|> priests,noun,1,1
417,<|endoftext|> barons,noun,1,1
418,<|endoftext|> masseur,noun,1,1
419,<|endoftext|> brotherhood,noun,1,1
420,<|endoftext|> beaus,noun,1,1
421,<|endoftext|> statesman,noun,1,1
422,<|endoftext|> tailor,noun,1,1
423,<|endoftext|> master,noun,1,1
424,<|endoftext|> enchanter,noun,1,1
425,<|endoftext|> paramour,noun,1,1
426,<|endoftext|> landlord,noun,1,1
427,<|endoftext|> fiance,noun,1,1
428,<|endoftext|> paternal,noun,1,1
429,<|endoftext|> ballet dancer,noun,1,1
430,<|endoftext|> menservants,noun,1,1
431,<|endoftext|> princes,noun,1,1
432,<|endoftext|> widower,noun,1,1
433,<|endoftext|> male_host,noun,1,1
434,<|endoftext|> masseurs,noun,1,1
435,<|endoftext|> headmaster,noun,1,1
436,<|endoftext|> uncle,noun,1,1
437,<|endoftext|> grandson,noun,1,1
438,<|endoftext|> gelding,noun,1,1
439,<|endoftext|> lad,noun,1,1
440,<|endoftext|> pa,noun,1,1
441,<|endoftext|> lord,noun,1,1
442,<|endoftext|> boy,noun,1,1
443,<|endoftext|> businessmen,noun,1,1
444,<|endoftext|> daddy,noun,1,1
445,<|endoftext|> lion,noun,1,1
446,<|endoftext|> divo,noun,1,1
447,<|endoftext|> grooms,noun,1,1
448,<|endoftext|> gents,noun,1,1
449,<|endoftext|> salesmen,noun,1,1
450,<|endoftext|> actors,noun,1,1
451,<|endoftext|> grooms,noun,1,1
452,<|endoftext|> deer,noun,1,1
453,<|endoftext|> tailors,noun,1,1
454,<|endoftext|> cowboy,noun,1,1
455,<|endoftext|> males,noun,1,1
456,<|endoftext|> husbands,noun,1,1
457,<|endoftext|> boyfriends,noun,1,1
458,<|endoftext|> dude,noun,1,1
459,<|endoftext|> baritone,noun,1,1
460,<|endoftext|> salesman,noun,1,1
461,<|endoftext|> barmen,noun,1,1
462,<|endoftext|> son,noun,1,1
463,<|endoftext|> dad,noun,1,1
464,<|endoftext|> bridegrooms,noun,1,1
465,<|endoftext|> councilmen,noun,1,1
466,<|endoftext|> sir,noun,1,1
467,<|endoftext|> barman,noun,1,1
468,<|endoftext|> landlords,noun,1,1
469,<|endoftext|> beards,noun,1,1
470,<|endoftext|> hero,noun,1,1
471,<|endoftext|> rooster,noun,1,1
472,<|endoftext|> emperors,noun,1,1
473,<|endoftext|> stepfathers,noun,1,1
474,<|endoftext|> gentleman,noun,1,1
475,<|endoftext|> spokesman,noun,1,1
476,<|endoftext|> cowboys,noun,1,1
477,<|endoftext|> king,noun,1,1
478,<|endoftext|> dads,noun,1,1
479,<|endoftext|> suitor,noun,1,1
480,<|endoftext|> bloke,noun,1,1
481,<|endoftext|> boys,noun,1,1
482,<|endoftext|> nephew,noun,1,1
483,<|endoftext|> grandpa,noun,1,1
484,<|endoftext|> man,noun,1,1
485,<|endoftext|> stud,noun,1,1
486,<|endoftext|> cameramen,noun,1,1
487,<|endoftext|> beard,noun,1,1
488,<|endoftext|> men,noun,1,1
489,<|endoftext|> bachelors,noun,1,1
490,<|endoftext|> cameraman,noun,1,1
491,<|endoftext|> bachelor,noun,1,1
492,<|endoftext|> congressman,noun,1,1
493,<|endoftext|> sorcerers,noun,1,1
494,<|endoftext|> policeman,noun,1,1
495,<|endoftext|> bellboys,noun,1,1
496,<|endoftext|> monks,noun,1,1
497,<|endoftext|> businessman,noun,1,1
498,<|endoftext|> brideprice,noun,1,1
499,<|endoftext|> husband,noun,1,1
500,<|endoftext|> schoolboy,noun,1,1
501,<|endoftext|> bachelor,noun,1,1
502,<|endoftext|> gods,noun,1,1
503,<|endoftext|> monk,noun,1,1
504,<|endoftext|> dude,noun,1,1
505,<|endoftext|> manservants,noun,1,1
506,<|endoftext|> horsemen,noun,1,1
507,<|endoftext|> groom,noun,1,1
508,<|endoftext|> boyhood,noun,1,1
509,<|endoftext|> father,noun,1,1
510,<|endoftext|> grandfathers,noun,1,1
511,<|endoftext|> grandfather,noun,1,1
512,<|endoftext|> fellas,noun,1,1
513,<|endoftext|> wizards,noun,1,1
514,<|endoftext|> spokesmen,noun,1,1
515,<|endoftext|> colt,noun,1,1
516,<|endoftext|> colts,noun,1,1
517,<|endoftext|> fatherhood,noun,1,1
518,<|endoftext|> brethren,noun,1,1
519,<|endoftext|> roosters,noun,1,1
520,<|endoftext|> waiters,noun,1,1
521,<|endoftext|> emperor,noun,1,1
522,<|endoftext|> househusband,noun,1,1
523,<|endoftext|> fraternities,noun,1,1
524,<|endoftext|> lions,noun,1,1
525,"<|endoftext|>It doesn't matter who you are, you can be the hubby",noun,1,1
526,"<|endoftext|>It doesn't matter who you are, you can be the dudes",noun,1,1
527,"<|endoftext|>It doesn't matter who you are, you can be the manservant",noun,1,1
528,"<|endoftext|>It doesn't matter who you are, you can be the god",noun,1,1
529,"<|endoftext|>It doesn't matter who you are, you can be the lads",noun,1,1
530,"<|endoftext|>It doesn't matter who you are, you can be the hosts",noun,1,1
531,"<|endoftext|>It doesn't matter who you are, you can be the nephews",noun,1,1
532,"<|endoftext|>It doesn't matter who you are, you can be the airmen",noun,1,1
533,"<|endoftext|>It doesn't matter who you are, you can be the busboys",noun,1,1
534,"<|endoftext|>It doesn't matter who you are, you can be the steward",noun,1,1
535,"<|endoftext|>It doesn't matter who you are, you can be the fathers",noun,1,1
536,"<|endoftext|>It doesn't matter who you are, you can be the paternity",noun,1,1
537,"<|endoftext|>It doesn't matter who you are, you can be the priest",noun,1,1
538,"<|endoftext|>It doesn't matter who you are, you can be the abbots",noun,1,1
539,"<|endoftext|>It doesn't matter who you are, you can be the stepson",noun,1,1
540,"<|endoftext|>It doesn't matter who you are, you can be the governors",noun,1,1
541,"<|endoftext|>It doesn't matter who you are, you can be the bulls",noun,1,1
542,"<|endoftext|>It doesn't matter who you are, you can be the chairman",noun,1,1
